"OtoNum","Fish_id","natal_iso","natal_isose","natal_start","natal_end","Date","DOY","Year","Watershed","OriginalDate","Lower","Middle","Upper","genetic_group"
71,"2017_yk_071",0.726453106,0.001312515,572.2764224,640.7631732,"2017-06-19",170,2016,"Yukon","2017-06-19",0,0.0104,0.9896,"Upper"
72,"2017_yk_072",0.707685681,0.00080359,872.6548296,1076.943362,"2017-06-19",170,2016,"Yukon","2017-06-19",1,0,0,"Lower"
74,"2017_yk_074",0.706445869,0.002042836,822.1152457,955.1972255,"2017-06-19",170,2016,"Yukon","2017-06-19",0,0,1,"Upper"
75,"2017_yk_075",0.714277814,0.002236872,748.5220626,930.2411447,"2017-06-19",170,2016,"Yukon","2017-06-19",0,0.9114,0.0885,"Middle"
76,"2017_yk_076",0.709598118,0.001606817,271.5744208,514.4936223,"2017-06-19",170,2016,"Yukon","2017-06-19",0,0,1,"Upper"
77,"2017_yk_077",0.707279493,0.000832279,792.3633587,942.0059039,"2017-06-19",170,2016,"Yukon","2017-06-19",0.9998,2e-04,0,"Lower"
79,"2017_yk_079",0.711797501,0.001710573,775.4991786,952.3354614,"2017-06-19",170,2016,"Yukon","2017-06-19",0,0,1,"Upper"
80,"2017_yk_080",0.708644399,0.000895943,561.3288549,866.5327223,"2017-06-19",170,2016,"Yukon","2017-06-19",0.5134,0.4866,0,"Lower"
81,"2017_yk_081",0.70728981,0.000861512,844.0128275,989.6780403,"2017-06-19",170,2016,"Yukon","2017-06-19",0.9995,5e-04,0,"Lower"
83,"2017_yk_083",0.712707495,0.001411234,710.9287098,828.2193528,"2017-06-19",170,2016,"Yukon","2017-06-19",0,0,1,"Upper"
86,"2017_yk_086",0.71183511,0.001479824,524.5823853,743.3146432,"2017-06-20",171,2016,"Yukon","2017-06-20",6e-04,0.9994,0,"Middle"
87,"2017_yk_087",0.710859577,0.0015699,379.9121818,571.8775453,"2017-06-20",171,2016,"Yukon","2017-06-20",0,0,1,"Upper"
88,"2017_yk_088",0.71187346,0.001572985,496.0603539,753.8668949,"2017-06-20",171,2016,"Yukon","2017-06-20",NA,NA,NA,NA
91,"2017_yk_091",0.70671638,0.001515812,366.6068383,560.0611217,"2017-06-20",171,2016,"Yukon","2017-06-20",NA,NA,NA,NA
92,"2017_yk_092",0.713823523,0.002063892,660.6548598,801.7243383,"2017-06-20",171,2016,"Yukon","2017-06-20",0,0,1,"Upper"
93,"2017_yk_093",0.712586011,0.001439509,582.4202633,742.2954534,"2017-06-20",171,2016,"Yukon","2017-06-20",0.009,0.991,0,"Middle"
94,"2017_yk_094",0.722310649,0.001792956,881.9154533,1013.123309,"2017-06-20",171,2016,"Yukon","2017-06-20",0.006,0.994,0,"Middle"
95,"2017_yk_095",0.724578606,0.00088321,402.7439555,579.8038234,"2017-06-20",171,2016,"Yukon","2017-06-20",0.0102,0.9898,0,"Middle"
98,"2017_yk_098",0.714964078,0.002734362,591.08718,741.883863,"2017-06-21",172,2016,"Yukon","2017-06-21",0,0,1,"Upper"
101,"2017_yk_101",0.71411201,0.00201601,769.7401508,969.7497191,"2017-06-07",158,2016,"Yukon","2017-06-07",0,0,1,"Upper"
102,"2017_yk_102",0.716749572,0.001845656,439.4997841,600.6830222,"2017-06-07",158,2016,"Yukon","2017-06-07",0,0,1,"Upper"
103,"2017_yk_103",0.706107417,0.000765508,312.5368069,439.0809122,"2017-06-07",158,2016,"Yukon","2017-06-07",0.9961,0.0039,0,"Lower"
104,"2017_yk_104",0.722506699,0.001586854,588.7404865,742.1304339,"2017-06-07",158,2016,"Yukon","2017-06-07",0.0047,0.9849,0.0105,"Middle"
105,"2017_yk_105",0.7119241,0.00139347,484.1819732,587.97923,"2017-06-07",158,2016,"Yukon","2017-06-07",0,7e-04,0.9993,"Upper"
108,"2017_yk_108",0.715847154,0.001906036,514.7996758,692.4392119,"2017-06-09",160,2016,"Yukon","2017-06-09",0,3e-04,0.9997,"Upper"
109,"2017_yk_109",0.707722198,0.00069104,566.3440647,725.9540752,"2017-06-09",160,2016,"Yukon","2017-06-09",1,0,0,"Lower"
110,"2017_yk_110",0.721971073,0.00120872,397.2035493,601.9176221,"2017-06-09",160,2016,"Yukon","2017-06-09",0,1,0,"Middle"
112,"2017_yk_112",0.723009979,0.001650704,352.0432697,498.3617718,"2017-06-09",160,2016,"Yukon","2017-06-09",0.1042,0.8317,0.0641,"Middle"
114,"2017_yk_114",0.72418029,0.001443613,442.1091972,600.877115,"2017-06-09",160,2016,"Yukon","2017-06-09",0,1,0,"Middle"
115,"2017_yk_115",0.721739021,0.001428843,389.6593272,613.2575251,"2017-06-09",160,2016,"Yukon","2017-06-09",0.0014,0.9957,0.0029,"Middle"
116,"2017_yk_116",0.706563053,0.001359807,352.5588268,598.5013309,"2017-06-09",160,2016,"Yukon","2017-06-09",0,0.1257,0.8743,"Upper"
117,"2017_yk_117",0.712676738,0.001282253,288.6355168,386.2215159,"2017-06-09",160,2016,"Yukon","2017-06-09",0.5672,0.4146,0.0181,"Lower"
118,"2017_yk_118",0.723131356,0.001981673,488.757213,606.5566749,"2017-06-09",160,2016,"Yukon","2017-06-09",0,1,0,"Middle"
119,"2017_yk_119",0.724588872,0.001426204,554.7130944,719.3133942,"2017-06-09",160,2016,"Yukon","2017-06-09",0.0036,0.9964,0,"Middle"
120,"2017_yk_120",0.708397142,0.001092767,416.4392988,592.5711076,"2017-06-09",160,2016,"Yukon","2017-06-09",0.9997,3e-04,0,"Lower"
123,"2017_yk_123",0.723858104,0.001805548,319.7680934,446.5973991,"2017-06-10",161,2016,"Yukon","2017-06-10",2e-04,0.9985,0.0013,"Middle"
124,"2017_yk_124",0.719062205,0.001721874,354.0817294,443.0812088,"2017-06-10",161,2016,"Yukon","2017-06-10",0,1,0,"Middle"
125,"2017_yk_125",0.707157326,0.000958516,443.9223823,605.4396622,"2017-06-10",161,2016,"Yukon","2017-06-10",1,0,0,"Lower"
128,"2017_yk_128",0.721997912,0.001833378,497.8834388,649.8578592,"2017-06-10",161,2016,"Yukon","2017-06-10",0.0039,0.9956,5e-04,"Middle"
129,"2017_yk_129",0.707460088,0.000834491,790.3044867,952.9760936,"2017-06-10",161,2016,"Yukon","2017-06-10",1,0,0,"Lower"
131,"2017_yk_131",0.709855661,0.001319593,206.9264054,537.576629,"2017-06-10",161,2016,"Yukon","2017-06-10",0,0,1,"Upper"
132,"2017_yk_132",0.723002229,0.001465466,442.9124678,583.0508705,"2017-06-10",161,2016,"Yukon","2017-06-10",0,1,0,"Middle"
133,"2017_yk_133",0.714473588,0.002221276,290.6528699,436.1423871,"2017-06-10",161,2016,"Yukon","2017-06-10",1e-04,0.8792,0.1207,"Middle"
134,"2017_yk_134",0.706830689,0.001234655,626.2520688,781.0529456,"2017-06-10",161,2016,"Yukon","2017-06-10",1,0,0,"Lower"
135,"2017_yk_135",0.722257502,0.001376525,540.5422806,670.7747553,"2017-06-10",161,2016,"Yukon","2017-06-10",0.1029,0.8971,0,"Middle"
138,"2017_yk_138",0.721990212,0.001776166,295.1408349,582.5918667,"2017-06-10",161,2016,"Yukon","2017-06-10",0.9995,5e-04,0,"Lower"
139,"2017_yk_139",0.713953024,0.00260399,647.5821197,899.8968383,"2017-06-10",161,2016,"Yukon","2017-06-10",0,8e-04,0.9992,"Upper"
140,"2017_yk_140",0.727016675,0.002657824,385.9954249,560.0298418,"2017-06-10",161,2016,"Yukon","2017-06-10",0.8157,0.1843,0,"Lower"
142,"2017_yk_142",0.721616523,0.002657819,497.2363438,749.2463978,"2017-06-10",161,2016,"Yukon","2017-06-10",0,0,1,"Upper"
144,"2017_yk_144",0.71329469,0.001604984,391.9777249,571.0845904,"2017-06-10",161,2016,"Yukon","2017-06-10",0,0.8222,0.1778,"Middle"
145,"2017_yk_145",0.712302373,0.001642633,596.9731397,770.5479019,"2017-06-10",161,2016,"Yukon","2017-06-10",0.5801,0.4199,0,"Lower"
146,"2017_yk_146",0.707092354,0.001006775,618.8702867,836.3050162,"2017-06-10",161,2016,"Yukon","2017-06-10",0.9979,0.0021,0,"Lower"
147,"2017_yk_147",0.722914143,0.001307337,532.7035481,673.059558,"2017-06-10",161,2016,"Yukon","2017-06-10",1e-04,0.8744,0.1255,"Middle"
148,"2017_yk_148",0.71609905,0.00191399,427.5907374,641.7608239,"2017-06-10",161,2016,"Yukon","2017-06-10",0,0,1,"Upper"
149,"2017_yk_149",0.714794538,0.001481814,539.9896094,783.7672731,"2017-06-10",161,2016,"Yukon","2017-06-10",0,0,1,"Upper"
159,"2017_yk_159",0.70969174,0.00176657,464.0598305,689.7559212,"2017-06-11",162,2016,"Yukon","2017-06-11",0.9833,0.0167,0,"Lower"
160,"2017_yk_160",0.722374894,0.001408878,555.663175,683.1383172,"2017-06-11",162,2016,"Yukon","2017-06-11",0,1,0,"Middle"
161,"2017_yk_161",0.714716738,0.002545373,357.7983164,528.6435536,"2017-06-11",162,2016,"Yukon","2017-06-11",0,0,1,"Upper"
163,"2017_yk_163",0.709588801,0.001427926,265.5963625,449.562962,"2017-06-12",163,2016,"Yukon","2017-06-12",0,1e-04,0.9999,"Upper"
165,"2017_yk_165",0.716130514,0.001602178,749.0514551,924.837823,"2017-06-12",163,2016,"Yukon","2017-06-12",0,0,1,"Upper"
166,"2017_yk_166",0.722420839,0.001456264,586.5424723,713.7159443,"2017-06-12",163,2016,"Yukon","2017-06-12",6e-04,0.2235,0.7758,"Upper"
167,"2017_yk_167",0.714428252,0.001032907,406.2919561,488.0684232,"2017-06-12",163,2016,"Yukon","2017-06-12",0,0,1,"Upper"
169,"2017_yk_169",0.708536529,0.000947791,617.4755557,718.1128875,"2017-06-12",163,2016,"Yukon","2017-06-12",0.9994,6e-04,0,"Lower"
171,"2017_yk_171",0.712388035,0.001401389,534.9062071,754.7015545,"2017-06-12",163,2016,"Yukon","2017-06-12",0.9595,0.0405,0,"Lower"
172,"2017_yk_172",0.72416395,0.001336034,573.4198997,662.3059946,"2017-06-12",163,2016,"Yukon","2017-06-12",0,1,0,"Middle"
174,"2017_yk_174",0.72336513,0.002106892,594.389082,755.7116642,"2017-06-12",163,2016,"Yukon","2017-06-12",1e-04,0.9999,0,"Middle"
177,"2017_yk_177",0.711008452,0.00151153,214.0284381,493.5431115,"2017-06-12",163,2016,"Yukon","2017-06-12",0,3e-04,0.9997,"Upper"
178,"2017_yk_178",0.716675758,0.001752377,500.6443394,613.6814497,"2017-06-12",163,2016,"Yukon","2017-06-12",0,2e-04,0.9998,"Upper"
180,"2017_yk_180",0.713082935,0.002019361,210.4167504,340.7004599,"2017-06-12",163,2016,"Yukon","2017-06-12",0,0,1,"Upper"
181,"2017_yk_181",0.714629018,0.001744426,686.7112624,848.1261284,"2017-06-12",163,2016,"Yukon","2017-06-12",0,2e-04,0.9998,"Upper"
182,"2017_yk_182",0.724829555,0.00132639,469.6479456,534.4573476,"2017-06-12",163,2016,"Yukon","2017-06-12",0,1,0,"Middle"
183,"2017_yk_183",0.713272429,0.002291077,462.3704639,589.2153377,"2017-06-12",163,2016,"Yukon","2017-06-12",0,5e-04,0.9995,"Upper"
184,"2017_yk_184",0.723796625,0.001221057,226.4857708,327.7468868,"2017-06-12",163,2016,"Yukon","2017-06-12",0,1,0,"Middle"
185,"2017_yk_185",0.722820847,0.001691693,429.2797165,558.175345,"2017-06-12",163,2016,"Yukon","2017-06-12",0.1226,0.8774,0,"Middle"
187,"2017_yk_187",0.722850787,0.001531329,556.3559539,639.1211603,"2017-06-12",163,2016,"Yukon","2017-06-12",0.9903,0.0097,0,"Lower"
191,"2017_yk_191",0.72255414,0.001623888,252.6402617,409.5470742,"2017-06-12",163,2016,"Yukon","2017-06-12",0,0.0014,0.9986,"Upper"
192,"2017_yk_192",0.71479968,0.001395483,479.2847717,602.7387494,"2017-06-12",163,2016,"Yukon","2017-06-12",0,0,1,"Upper"
193,"2017_yk_193",0.711765665,0.001274776,247.1420927,310.8669539,"2017-06-13",164,2016,"Yukon","2017-06-13",0.005,0.995,0,"Middle"
201,"2017_yk_201",0.708089281,0.00053466,501.6709967,711.1051198,"2017-06-13",164,2016,"Yukon","2017-06-13",0.9991,9e-04,0,"Lower"
203,"2017_yk_203",0.709447027,0.001531949,399.6981186,636.5857209,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0,1,"Upper"
204,"2017_yk_204",0.714364487,0.001546882,464.9825444,532.0340202,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0.0033,0.9967,"Upper"
205,"2017_yk_205",0.722853339,0.001176473,616.8370896,726.0626165,"2017-06-13",164,2016,"Yukon","2017-06-13",0,1,0,"Middle"
207,"2017_yk_207",0.711380987,0.001721413,166.4592774,466.637673,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0,1,"Upper"
209,"2017_yk_209",0.721265214,0.001485244,609.5421898,703.5688943,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0.0059,0.9941,"Upper"
210,"2017_yk_210",0.709533942,0.001738862,528.4710092,635.8516389,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0,1,"Upper"
211,"2017_yk_211",0.715828511,0.002085495,199.5711204,425.541992,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0.0037,0.9962,"Upper"
212,"2017_yk_212",0.712376777,0.001579774,161.0158775,308.8702038,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0.0138,0.9862,"Upper"
213,"2017_yk_213",0.723554567,0.001341391,329.4473256,391.9633578,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0.9999,1e-04,"Middle"
214,"2017_yk_214",0.72261003,0.001025489,436.233721,617.9547067,"2017-06-13",164,2016,"Yukon","2017-06-13",1e-04,0.9999,0,"Middle"
215,"2017_yk_215",0.722266981,0.001690003,319.7102514,454.6626484,"2017-06-13",164,2016,"Yukon","2017-06-13",1e-04,0.9999,0,"Middle"
216,"2017_yk_216",0.718083858,0.001637518,552.4117507,673.9953057,"2017-06-13",164,2016,"Yukon","2017-06-13",0.9975,0.0025,0,"Lower"
217,"2017_yk_217",0.710000067,0.001147506,240.4822967,379.4327261,"2017-06-13",164,2016,"Yukon","2017-06-13",0,3e-04,0.9997,"Upper"
218,"2017_yk_218",0.724251769,0.001688859,304.153689,495.0022291,"2017-06-13",164,2016,"Yukon","2017-06-13",0.014,0.986,0,"Middle"
219,"2017_yk_219",0.722545556,0.001065773,387.6685244,550.8512546,"2017-06-13",164,2016,"Yukon","2017-06-13",8e-04,0.9992,0,"Middle"
221,"2017_yk_221",0.708288684,0.000867374,324.0938283,461.9042185,"2017-06-13",164,2016,"Yukon","2017-06-13",0.9994,6e-04,0,"Lower"
222,"2017_yk_222a",0.706216276,0.002076242,182.5714442,348.7040617,"2017-06-13",164,2016,"Yukon","2017-06-13",0,0,1,"Upper"
228,"2017_yk_228",0.714539449,0.001821467,396.8050712,553.3100205,"2017-06-14",165,2016,"Yukon","2017-06-14",0,1e-04,0.9999,"Upper"
229,"2017_yk_229",0.712460711,0.001769997,392.5554052,614.2307489,"2017-06-14",165,2016,"Yukon","2017-06-14",0.138,0.862,1e-04,"Middle"
230,"2017_yk_230",0.712895485,0.001594909,568.6846374,673.443082,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0,1,"Upper"
232,"2017_yk_232",0.715092933,0.002190618,259.5066747,323.6142354,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0.001,0.9989,"Upper"
233,"2017_yk_233",0.720170804,0.000393781,240.0120648,372.8161634,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0.3238,0.6762,"Upper"
239,"2017_yk_239",0.739323496,0.001409667,545.7120498,617.7953093,"2017-06-14",165,2016,"Yukon","2017-06-14",9e-04,0.9991,0,"Middle"
240,"2017_yk_240",0.71375607,0.001806323,319.5163244,515.7549855,"2017-06-14",165,2016,"Yukon","2017-06-14",0.9998,2e-04,0,"Lower"
242,"2017_yk_242",0.714774976,0.002470958,180.2055287,288.9567513,"2017-06-14",165,2016,"Yukon","2017-06-14",NA,NA,NA,NA
243,"2017_yk_243",0.709995287,0.001548834,267.2762324,355.691986,"2017-06-14",165,2016,"Yukon","2017-06-14",0,5e-04,0.9995,"Upper"
245,"2017_yk_245",0.706846452,0.00051166,478.2700712,583.1971369,"2017-06-14",165,2016,"Yukon","2017-06-14",0.9999,1e-04,0,"Lower"
246,"2017_yk_246",0.71081349,0.002256608,359.9271129,510.5587425,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0,1,"Upper"
247,"2017_yk_247",0.708085615,0.000568905,656.7693499,845.2785954,"2017-06-14",165,2016,"Yukon","2017-06-14",0.9999,1e-04,0,"Lower"
248,"2017_yk_248",0.722666037,0.00121878,401.7821838,550.4253698,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0.03,0.97,"Upper"
250,"2017_yk_250",0.707862989,0.000944578,394.1989063,510.4272723,"2017-06-14",165,2016,"Yukon","2017-06-14",1,0,0,"Lower"
251,"2017_yk_251",0.707997034,0.00063228,435.0698381,642.4769454,"2017-06-14",165,2016,"Yukon","2017-06-14",0,3e-04,0.9997,"Upper"
253,"2017_yk_253",0.706369179,0.001584939,415.0627038,692.7424709,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0,1,"Upper"
255,"2017_yk_255",0.726921277,0.001434949,435.8204914,624.9658106,"2017-06-14",165,2016,"Yukon","2017-06-14",0,0.9662,0.0338,"Middle"
256,"2017_yk_256",0.709258106,0.001726907,555.5752032,737.4866119,"2017-06-15",166,2016,"Yukon","2017-06-15",0.0029,0.7135,0.2835,"Middle"
258,"2017_yk_258",0.711857887,0.001677391,511.1900249,677.3927403,"2017-06-15",166,2016,"Yukon","2017-06-15",0,0,1,"Upper"
260,"2017_yk_260",0.713587254,0.001703722,568.6621758,699.3668231,"2017-06-15",166,2016,"Yukon","2017-06-15",0,1e-04,0.9999,"Upper"
261,"2017_yk_261",0.711392518,0.001785528,640.0894068,817.0015983,"2017-06-15",166,2016,"Yukon","2017-06-15",1e-04,0.9984,0.0016,"Middle"
262,"2017_yk_262",0.708530638,0.001264299,469.6552966,691.1908007,"2017-06-15",166,2016,"Yukon","2017-06-15",0,1,0,"Middle"
263,"2017_yk_263",0.722127313,0.001005602,558.3182106,667.0421321,"2017-06-15",166,2016,"Yukon","2017-06-15",0,0,1,"Upper"
266,"2017_yk_266",0.711746086,0.002039559,834.4843401,1084.227557,"2017-06-15",166,2016,"Yukon","2017-06-15",1e-04,0.9998,1e-04,"Middle"
268,"2017_yk_268",0.715214941,0.001905881,677.924822,752.4911063,"2017-06-15",166,2016,"Yukon","2017-06-15",0,0.8428,0.1571,"Middle"
269,"2017_yk_269",0.710008648,0.001257204,329.5382811,578.7679593,"2017-06-15",166,2016,"Yukon","2017-06-15",0,1e-04,0.9999,"Upper"
270,"2017_yk_270",0.721892334,0.00104596,288.5836185,507.0680459,"2017-06-16",167,2016,"Yukon","2017-06-16",0.0014,0.9986,0,"Middle"
273,"2017_yk_273",0.711861065,0.001449148,579.2817264,742.5344208,"2017-06-16",167,2016,"Yukon","2017-06-16",0.9814,0.0186,0,"Lower"
274,"2017_yk_274",0.719515735,0.001752627,658.6231871,750.6598172,"2017-06-16",167,2016,"Yukon","2017-06-16",0,1e-04,0.9999,"Upper"
276,"2017_yk_276",0.716131005,0.00232441,459.483268,589.7735565,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0,1,"Upper"
277,"2017_yk_277",0.717164191,0.001968828,493.6665804,583.4386557,"2017-06-16",167,2016,"Yukon","2017-06-16",1e-04,0.9776,0.0224,"Middle"
280,"2017_yk_280",0.718791303,0.00131117,342.1505107,463.0764349,"2017-06-21",172,2016,"Yukon","2017-06-21",0,0,1,"Upper"
281,"2017_yk_281",0.714909692,0.002143411,592.4095188,785.4235449,"2017-06-21",172,2016,"Yukon","2017-06-21",0,0,1,"Upper"
282,"2017_yk_282",0.715683747,0.002007556,214.7953476,515.9809059,"2017-06-21",172,2016,"Yukon","2017-06-21",0,0,1,"Upper"
284,"2017_yk_284",0.718065963,0.0013856,406.3912067,499.7467217,"2017-06-21",172,2016,"Yukon","2017-06-21",0,0,1,"Upper"
301,"2017_yk_301",0.70941703,0.00122801,372.8088226,665.5799109,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0,1,"Upper"
302,"2017_yk_302",0.72245832,0.00140561,447.4778862,718.875218,"2017-06-16",167,2016,"Yukon","2017-06-16",6e-04,0.9994,0,"Middle"
303,"2017_yk_303",0.708460091,0.001583576,386.8847461,665.3416232,"2017-06-16",167,2016,"Yukon","2017-06-16",3e-04,0.9858,0.0139,"Middle"
305,"2017_yk_305",0.739888581,0.001326683,533.8141848,623.4816644,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0.9999,1e-04,"Middle"
306,"2017_yk_306",0.724745832,0.001890848,509.3393913,601.0443005,"2017-06-16",167,2016,"Yukon","2017-06-16",0,1,0,"Middle"
307,"2017_yk_307",0.722461249,0.001441985,899.4540457,1008.52077,"2017-06-16",167,2016,"Yukon","2017-06-16",0,1,0,"Middle"
308,"2017_yk_308",0.714698263,0.002463887,571.641779,713.9705587,"2017-06-16",167,2016,"Yukon","2017-06-16",0,2e-04,0.9998,"Upper"
309,"2017_yk_309",0.714055567,0.001389841,751.9072232,898.0473859,"2017-06-16",167,2016,"Yukon","2017-06-16",0.9985,0.0015,0,"Lower"
310,"2017_yk_310",0.713698463,0.001946742,482.841865,636.2281499,"2017-06-16",167,2016,"Yukon","2017-06-16",0.9991,9e-04,0,"Lower"
313,"2017_yk_313",0.71482215,0.002701992,473.7138833,608.0905083,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0,1,"Upper"
314,"2017_yk_314",0.710254243,0.001629201,1179.429616,1364.807457,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0.0019,0.9981,"Upper"
315,"2017_yk_315",0.70775827,0.001812105,430.4856523,594.8944549,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0,1,"Upper"
316,"2017_yk_316",0.712824186,0.001359613,438.2843995,637.6533856,"2017-06-16",167,2016,"Yukon","2017-06-16",0.0759,0.9241,0,"Middle"
317,"2017_yk_317",0.723138792,0.001986095,477.1319142,642.8887952,"2017-06-16",167,2016,"Yukon","2017-06-16",0,0.0254,0.9746,"Upper"
318,"2017_yk_318",0.707232428,0.001243625,546.8122612,654.8030161,"2017-06-16",167,2016,"Yukon","2017-06-16",0.9983,0.0017,0,"Lower"
319,"2017_yk_319",0.707204569,0.001123764,161.4395013,468.7814702,"2017-06-16",167,2016,"Yukon","2017-06-16",0.7162,0.2837,0,"Lower"
321,"2017_yk_321",0.722395999,0.001422558,591.7014179,753.0495814,"2017-06-16",167,2016,"Yukon","2017-06-16",0.0139,0.9852,9e-04,"Middle"
322,"2017_yk_322",0.712338181,0.002096379,630.1271998,820.2694068,"2017-06-17",168,2016,"Yukon","2017-06-17",0.9847,0.0153,0,"Lower"
326,"2017_yk_326",0.706028868,0.001530251,572.9792145,653.0436886,"2017-06-17",168,2016,"Yukon","2017-06-17",0,1e-04,0.9999,"Upper"
330,"2017_yk_330",0.707170783,0.000896507,510.1224236,605.7486327,"2017-06-17",168,2016,"Yukon","2017-06-17",0.9997,3e-04,0,"Lower"
331,"2017_yk_331",0.712582021,0.001337171,590.5697213,692.7498405,"2017-06-17",168,2016,"Yukon","2017-06-17",0.3466,0.6533,0,"Middle"
332,"2017_yk_332",0.711740915,0.001283345,623.3556705,785.0534215,"2017-06-17",168,2016,"Yukon","2017-06-17",0,1e-04,0.9999,"Upper"
335,"2017_yk_335",0.712503636,0.001503907,647.285718,790.3289626,"2017-06-17",168,2016,"Yukon","2017-06-17",1e-04,0.9994,5e-04,"Middle"
336,"2017_yk_336",0.707722921,0.00072097,543.6831234,746.6038622,"2017-06-17",168,2016,"Yukon","2017-06-17",0.9941,0.0059,0,"Lower"
337,"2017_yk_337",0.722925552,0.001766883,633.6766516,797.9425868,"2017-06-17",168,2016,"Yukon","2017-06-17",2e-04,0.9997,0,"Middle"
338,"2017_yk_338",0.718848562,0.002199916,599.2501036,690.5563501,"2017-06-17",168,2016,"Yukon","2017-06-17",5e-04,0.9994,1e-04,"Middle"
340,"2017_yk_340",0.707701017,0.001754609,626.5474528,867.6348261,"2017-06-17",168,2016,"Yukon","2017-06-17",0,0,1,"Upper"
341,"2017_yk_341",0.711758669,0.001441818,414.2318342,519.8996919,"2017-06-17",168,2016,"Yukon","2017-06-17",0,0.0012,0.9988,"Upper"
342,"2017_yk_342",0.707465621,0.000636448,462.7153512,591.0166228,"2017-06-17",168,2016,"Yukon","2017-06-17",0.9987,0.0013,0,"Lower"
343,"2017_yk_343",0.706952071,0.000649923,365.207602,492.8458662,"2017-06-17",168,2016,"Yukon","2017-06-17",0.7599,0.2386,0.0015,"Lower"
344,"2017_yk_344",0.710544941,0.001144493,330.4236094,397.1165253,"2017-06-17",168,2016,"Yukon","2017-06-17",0,0,1,"Upper"
346,"2017_yk_346",0.706633157,0.001089346,424.0539309,587.1151893,"2017-06-17",168,2016,"Yukon","2017-06-17",0,0.0045,0.9955,"Upper"
348,"2017_yk_348",0.708949002,0.001807676,339.945649,500.9051851,"2017-06-17",168,2016,"Yukon","2017-06-17",0.0162,0.9838,0,"Middle"
349,"2017_yk_349",0.724077196,0.001911162,348.0231912,467.7463199,"2017-06-17",168,2016,"Yukon","2017-06-17",0,1,0,"Middle"
350,"2017_yk_350",0.723076816,0.001937703,246.202606,480.5612086,"2017-06-17",168,2016,"Yukon","2017-06-17",0,1,0,"Middle"
351,"2017_yk_351",0.71351876,0.002084783,352.6010025,457.0493667,"2017-06-17",168,2016,"Yukon","2017-06-17",0.3672,0.4767,0.156,"Middle"
352,"2017_yk_352",0.708106701,0.000656632,456.3034677,622.0991546,"2017-06-18",169,2016,"Yukon","2017-06-18",0.9997,3e-04,0,"Lower"
355,"2017_yk_355",0.715213205,0.001540083,291.9581455,346.2474814,"2017-06-18",169,2016,"Yukon","2017-06-18",0,0,1,"Upper"
357,"2017_yk_357",0.710938642,0.001561786,735.3212291,796.9939831,"2017-06-18",169,2016,"Yukon","2017-06-18",0,1e-04,0.9999,"Upper"
359,"2017_yk_359",0.713332451,0.001959383,419.6328491,545.4858833,"2017-06-18",169,2016,"Yukon","2017-06-18",0,0.7524,0.2476,"Middle"
360,"2017_yk_360",0.712343891,0.00147092,589.7602451,738.869392,"2017-06-18",169,2016,"Yukon","2017-06-18",0.4402,0.553,0.0067,"Middle"
361,"2017_yk_361",0.722611824,0.00112219,539.3764026,679.4877324,"2017-06-18",169,2016,"Yukon","2017-06-18",0,1,0,"Middle"
362,"2017_yk_362",0.712272379,0.001029159,478.8054936,555.8108203,"2017-06-18",169,2016,"Yukon","2017-06-18",0.9961,0.0039,0,"Lower"
364,"2017_yk_364",0.708105629,0.000876647,318.2004802,495.4173642,"2017-06-18",169,2016,"Yukon","2017-06-18",0,0,1,"Upper"
365,"2017_yk_365",0.706383341,0.001097886,586.1118301,744.3856398,"2017-06-18",169,2016,"Yukon","2017-06-18",0.5457,0.4543,0,"Lower"
366,"2017_yk_366",0.707151628,0.000550337,474.8531678,624.8280684,"2017-06-18",169,2016,"Yukon","2017-06-18",0.9997,3e-04,0,"Lower"
367,"2017_yk_367",0.722544824,0.000943358,594.3413703,716.1198122,"2017-06-18",169,2016,"Yukon","2017-06-18",0,1,0,"Middle"
369,"2017_yk_369",0.724234539,0.001092042,275.4647304,486.6125718,"2017-06-18",169,2016,"Yukon","2017-06-18",9e-04,0.9991,0,"Middle"
370,"2017_yk_370",0.706573418,0.001110509,496.767314,667.4103951,"2017-06-18",169,2016,"Yukon","2017-06-18",0.9999,1e-04,0,"Lower"
